File Start Time: 1262318536534
timestamp,acc_x,acc_y,acc_z,real time,activity
13068844459242,-2.5683594,0.35888672,9.8984375,1262318686158,None
13068854559242,-2.5917969,0.35424805,9.8828125,1262318686185,None
13068864659242,-2.5917969,0.34228516,9.84375,1262318686186,None
13068874759242,-2.5625,0.36132812,9.828125,1262318686188,None
13068884859242,-2.5605469,0.37109375,9.875,1262318686215,None
13068894959242,-2.5820312,0.35668945,9.8828125,1262318686216,None
13068905059242,-2.5800781,0.35180664,9.8515625,1262318686218,None
13068915159242,-2.5664062,0.35668945,9.875,1262318686245,None
13068925259242,-2.5742188,0.36132812,9.8828125,1262318686246,None
13068935359242,-2.5703125,0.36621094,9.859375,1262318686248,None
13068945459242,-2.5664062,0.36132812,9.8515625,1262318686275,None
13068955559242,-2.5820312,0.35424805,9.8671875,1262318686277,None
13068965659242,-2.5527344,0.35668945,9.875,1262318686278,None
13068975759242,-2.578125,0.36132812,9.8984375,1262318686305,None
13068985859242,-2.5742188,0.33984375,9.8671875,1262318686307,None
13068995959242,-2.5839844,0.36132812,9.8671875,1262318686308,None
13069006059242,-2.5898438,0.36376953,9.90625,1262318686335,None
13069016159242,-2.5839844,0.33740234,9.875,1262318686337,None
13069026259242,-2.59375,0.35424805,9.8671875,1262318686338,None
13069036359242,-2.5703125,0.33740234,9.859375,1262318686365,None
13069046459242,-2.5917969,0.34472656,9.859375,1262318686367,None
13069056559242,-2.5839844,0.35424805,9.875,1262318686368,None
13069066659242,-2.5722656,0.37817383,9.8671875,1262318686396,None
13069076759242,-2.5722656,0.35424805,9.8359375,1262318686397,None
13069086859242,-2.5839844,0.34936523,9.84375,1262318686399,None
13069096959242,-2.5703125,0.36132812,9.8515625,1262318686426,None
13069107059242,-2.5703125,0.33740234,9.875,1262318686427,None
13069117159242,-2.5566406,0.37329102,9.8671875,1262318686429,None
13069127259242,-2.5625,0.35424805,9.859375,1262318686456,None
13069137359242,-2.5683594,0.34472656,9.875,1262318686457,None
13069147459242,-2.5683594,0.34936523,9.8671875,1262318686459,None
13069157559242,-2.5800781,0.34692383,9.8671875,1262318686486,None
13069167659242,-2.5742188,0.35424805,9.875,1262318686488,None
13069177759242,-2.6054688,0.35424805,9.8515625,1262318686489,None
13069187859242,-2.5898438,0.36132812,9.8671875,1262318686516,None
13069197959242,-2.5585938,0.37109375,9.8515625,1262318686518,None
13069208059242,-2.5898438,0.35424805,9.8671875,1262318686519,None
13069218159242,-2.6035156,0.34228516,9.859375,1262318686546,None
13069228259242,-2.5839844,0.35180664,9.875,1262318686548,None
13069238359242,-2.5820312,0.36132812,9.859375,1262318686549,None
13069248459242,-2.5820312,0.37109375,9.8671875,1262318686576,None
13069258559242,-2.5839844,0.37109375,9.8828125,1262318686578,None
13069268659242,-2.5898438,0.36376953,9.8828125,1262318686580,None
13069278759242,-2.5839844,0.36865234,9.8671875,1262318686607,None
13069288859242,-2.5664062,0.35180664,9.859375,1262318686608,None
13069298959242,-2.5722656,0.36376953,9.8984375,1262318686610,None
13069309059242,-2.5683594,0.36132812,9.875,1262318686637,None
13069319159242,-2.5703125,0.35424805,9.875,1262318686638,None
13069329259242,-2.5722656,0.35668945,9.8515625,1262318686640,None
13069339359242,-2.5488281,0.37109375,9.8671875,1262318686667,None
13069349459242,-2.5585938,0.37573242,9.8671875,1262318686668,None
13069359559242,-2.5917969,0.34472656,9.875,1262318686670,None
13069369659242,-2.5820312,0.34228516,9.890625,1262318686697,None
13069379759242,-2.578125,0.35180664,9.875,1262318686699,None
13069389859242,-2.5898438,0.35424805,9.8515625,1262318686700,None
13069399959242,-2.59375,0.37109375,9.859375,1262318686727,None
13069410059242,-2.5839844,0.33032227,9.859375,1262318686729,None
13069420159242,-2.5664062,0.35180664,9.8671875,1262318686730,None
13069430259242,-2.578125,0.36132812,9.859375,1262318686757,None
13069440359242,-2.5664062,0.36132812,9.8515625,1262318686759,None
13069450459242,-2.5800781,0.36376953,9.8515625,1262318686760,None
13069460559242,-2.578125,0.37573242,9.8828125,1262318686787,None
13069470659242,-2.5839844,0.35668945,9.8828125,1262318686789,None
13069480759242,-2.5820312,0.35424805,9.8671875,1262318686791,None
13069490859242,-2.5917969,0.35888672,9.8828125,1262318686818,None
13069500959242,-2.5703125,0.36865234,9.8515625,1262318686819,None
13069511059242,-2.5898438,0.36621094,9.8671875,1262318686821,None
13069521159242,-2.5625,0.35668945,9.8515625,1262318686848,None
13069531259242,-2.5683594,0.36376953,9.8671875,1262318686849,None
13069541359242,-2.5742188,0.36132812,9.8515625,1262318686851,None
13069551459242,-2.5703125,0.35888672,9.828125,1262318686878,None
13069561559242,-2.5742188,0.38061523,9.8515625,1262318686879,None
13069571659242,-2.5976562,0.36621094,9.859375,1262318686881,None
13069581759242,-2.5898438,0.34472656,9.8828125,1262318686908,None
13069591859242,-2.5683594,0.37573242,9.875,1262318686910,None
13069601959242,-2.5664062,0.4020996,9.859375,1262318686911,None
13069612059242,-2.5703125,0.37817383,9.875,1262318686938,None
13069622159242,-2.5703125,0.36376953,9.859375,1262318686940,None
13069632259242,-2.5976562,0.35888672,9.8828125,1262318686941,None
13069642359242,-2.5800781,0.34936523,9.890625,1262318686968,None
13069652459242,-2.5605469,0.36376953,9.875,1262318686970,None
13069662559242,-2.5664062,0.37329102,9.890625,1262318686971,None
13069672659242,-2.59375,0.35668945,9.8671875,1262318686998,None
13069682759242,-2.5683594,0.35888672,9.8671875,1262318687000,None
